time,position
3012,"(118.121503, 23.816775, 0)"
3012,"(118.041404, 23.732737, 0)"
3012,"(117.895708, 23.896061, 0)"
3012,"(118.013313, 23.670954, 0)"
3012,"(118.032806, 23.735802, 0)"
3012,"(118.100657, 23.485439, 0)"
3012,"(118.252738, 23.733845, 0)"
3012,"(118.043933, 23.85455, 0)"
3012,"(117.498851, 23.144761, 0)"
3012,"(117.719905, 23.406206, 0)"
3012,"(117.981243, 23.813044, 0)"
3012,"(118.725462, 24.356618, 0)"
3012,"(118.908094, 24.26934, 0)"
3012,"(118.119064, 23.00237, 0)"
3018,"(117.794035, 23.48769, 0)"
3018,"(117.697549, 23.38622, 0)"
3018,"(118.149902, 23.759108, 0)"
3018,"(118.00783, 23.581879, 0)"
3018,"(117.918101, 23.345212, 0)"
3018,"(118.122979, 23.817611, 0)"
3018,"(118.042395, 23.733142, 0)"
3018,"(117.896753, 23.896661, 0)"
3018,"(118.013577, 23.670818, 0)"
3018,"(118.035602, 23.73717, 0)"
3018,"(118.100792, 23.484928, 0)"
3018,"(118.251568, 23.731616, 0)"
3018,"(118.043978, 23.854202, 0)"
3018,"(117.499369, 23.143695, 0)"
3018,"(117.722372, 23.40626, 0)"
3018,"(117.983043, 23.81388, 0)"
3018,"(118.241816, 23.643798, 0)"
3018,"(118.725082, 24.355831, 0)"
3018,"(118.909373, 24.263988, 0)"
3018,"(118.120364, 23.003315, 0)"
3018,"(118.884748, 24.512441, 0)"
3024,"(117.797431, 23.487365, 0)"
3024,"(117.699, 23.385819, 0)"
3024,"(118.15289, 23.761552, 0)"
3024,"(118.006204, 23.581095, 0)"
3024,"(117.916398, 23.344492, 0)"
3024,"(118.124135, 23.818381, 0)"
3024,"(117.897399, 23.897177, 0)"
3024,"(118.014116, 23.670845, 0)"
3024,"(118.036496, 23.737394, 0)"
3024,"(118.106305, 23.486557, 0)"
3024,"(118.253858, 23.733556, 0)"
3024,"(118.044594, 23.854569, 0)"
3024,"(117.499558, 23.142685, 0)"
3024,"(117.72047, 23.407225, 0)"
3024,"(117.983969, 23.814176, 0)"
3024,"(118.246486, 23.647224, 0)"
3024,"(118.724495, 24.355397, 0)"
3024,"(118.909155, 24.263644, 0)"
3024,"(118.113879, 23.002521, 0)"
3024,"(118.884542, 24.511888, 0)"
3030,"(117.793899, 23.487729, 0)"
3030,"(117.702984, 23.384929, 0)"
3030,"(118.152694, 23.760885, 0)"
3030,"(118.008674, 23.581667, 0)"
3030,"(117.917695, 23.343937, 0)"
3030,"(118.12339, 23.816561, 0)"
3030,"(117.897875, 23.897477, 0)"
3030,"(118.015944, 23.671384, 0)"
3030,"(118.037054, 23.737449, 0)"
3030,"(118.107766, 23.486657, 0)"
3030,"(117.505313, 23.139833, 0)"
3030,"(117.723647, 23.407076, 0)"
3030,"(117.984552, 23.814347, 0)"
3030,"(118.244337, 23.644551, 0)"
3030,"(118.724211, 24.354455, 0)"
3030,"(118.908354, 24.265329, 0)"
3030,"(118.114026, 23.00312, 0)"
3030,"(118.885697, 24.508976, 0)"
3036,"(117.792544, 23.487837, 0)"
3036,"(117.700395, 23.38534, 0)"
3036,"(118.155349, 23.763102, 0)"
3036,"(118.009659, 23.581691, 0)"
3036,"(117.913465, 23.343056, 0)"
3036,"(118.125127, 23.81794, 0)"
3036,"(118.045949, 23.734471, 0)"
3036,"(117.89904, 23.898189, 0)"
3036,"(118.016635, 23.671419, 0)"
3036,"(118.037855, 23.737656, 0)"
3036,"(118.102176, 23.483756, 0)"
3036,"(118.251668, 23.729237, 0)"
3036,"(118.045845, 23.854843, 0)"
3036,"(117.50312, 23.139567, 0)"
3036,"(117.718718, 23.40853, 0)"
3036,"(117.985676, 23.814796, 0)"
3036,"(118.248076, 23.647079, 0)"
3036,"(118.724393, 24.352321, 0)"
3036,"(118.908653, 24.263222, 0)"
3036,"(118.115507, 23.004136, 0)"
3036,"(118.886929, 24.505751, 0)"
3042,"(117.794714, 23.487612, 0)"
3042,"(117.69745, 23.38577, 0)"
3042,"(118.156991, 23.764171, 0)"
3042,"(118.010633, 23.581771, 0)"
3042,"(117.918398, 23.342872, 0)"
3042,"(118.125593, 23.817786, 0)"
3042,"(118.047142, 23.734842, 0)"
3042,"(117.899075, 23.898405, 0)"
3042,"(118.014771, 23.67039, 0)"
3042,"(118.104497, 23.484143, 0)"
3042,"(118.25572, 23.733282, 0)"
3042,"(118.048437, 23.857233, 0)"
3042,"(117.503195, 23.138676, 0)"
3042,"(117.719332, 23.408955, 0)"
3042,"(117.987011, 23.815451, 0)"
3042,"(118.247559, 23.64579, 0)"
3042,"(118.908971, 24.260703, 0)"
3042,"(118.11512, 23.0047, 0)"
3042,"(118.885949, 24.506616, 0)"
3048,"(117.795285, 23.487535, 0)"
3048,"(117.704228, 23.384269, 0)"
3048,"(118.155181, 23.761829, 0)"
3048,"(117.919773, 23.342347, 0)"
3048,"(118.125266, 23.816527, 0)"
3048,"(117.89973, 23.898971, 0)"
3048,"(118.020029, 23.67236, 0)"
3048,"(118.106281, 23.484294, 0)"
3048,"(118.25496, 23.731563, 0)"
3048,"(118.048497, 23.856921, 0)"
3048,"(117.725586, 23.408266, 0)"
3048,"(118.249246, 23.646512, 0)"
3048,"(118.724272, 24.349307, 0)"
3048,"(118.90952, 24.257572, 0)"
3048,"(118.886114, 24.505424, 0)"
3054,"(117.697345, 23.385592, 0)"
3054,"(118.011092, 23.581362, 0)"
3054,"(117.91826, 23.341699, 0)"
3054,"(118.126706, 23.817542, 0)"
3054,"(118.048295, 23.73498, 0)"
3054,"(117.900398, 23.899382, 0)"
3054,"(118.016347, 23.670521, 0)"
3054,"(118.040025, 23.7381, 0)"
3054,"(118.109468, 23.485053, 0)"
3054,"(118.256896, 23.732949, 0)"
3054,"(118.050972, 23.859237, 0)"
3054,"(117.49766, 23.138723, 0)"
3054,"(117.719472, 23.409914, 0)"
3054,"(117.987871, 23.815582, 0)"
3054,"(118.252722, 23.648965, 0)"
3054,"(118.721817, 24.353054, 0)"
3054,"(118.910469, 24.252768, 0)"
3054,"(118.109442, 23.004664, 0)"
3054,"(118.881153, 24.513123, 0)"
3060,"(117.794373, 23.487594, 0)"
3060,"(117.703155, 23.384287, 0)"
3060,"(118.158201, 23.763941, 0)"
3060,"(118.014167, 23.582063, 0)"
3060,"(117.918216, 23.341108, 0)"
3060,"(118.128374, 23.818786, 0)"
3060,"(118.049951, 23.735744, 0)"
3060,"(117.901041, 23.899864, 0)"
3060,"(118.01904, 23.671437, 0)"
3060,"(118.04156, 23.738792, 0)"
3060,"(118.104719, 23.482558, 0)"
3060,"(118.258015, 23.733547, 0)"
3060,"(118.051446, 23.859265, 0)"
3060,"(117.505416, 23.135175, 0)"
3060,"(117.989119, 23.816078, 0)"
3060,"(118.252322, 23.647875, 0)"
3060,"(118.722056, 24.350828, 0)"
3060,"(118.908826, 24.257919, 0)"
3060,"(118.886679, 24.502455, 0)"
3066,"(117.801579, 23.486971, 0)"
3066,"(117.70057, 23.384624, 0)"
3066,"(118.159187, 23.764346, 0)"
3066,"(118.014223, 23.581868, 0)"
3066,"(117.919249, 23.340597, 0)"
3066,"(118.128653, 23.818225, 0)"
3066,"(118.050767, 23.736004, 0)"
3066,"(117.902334, 23.900605, 0)"
3066,"(118.019555, 23.671351, 0)"
3066,"(118.04186, 23.738664, 0)"
3066,"(118.105991, 23.482442, 0)"
3066,"(118.260925, 23.73629, 0)"
3066,"(118.050595, 23.857885, 0)"
3066,"(117.502565, 23.135158, 0)"
3066,"(117.726556, 23.409644, 0)"
3066,"(117.990001, 23.816409, 0)"
3066,"(118.250444, 23.64526, 0)"
3066,"(118.721559, 24.350366, 0)"
3066,"(118.907657, 24.260603, 0)"
3066,"(118.114811, 23.00712, 0)"
3066,"(118.881935, 24.509944, 0)"
3072,"(117.800663, 23.486981, 0)"
3072,"(117.701486, 23.38436, 0)"
3072,"(118.160916, 23.765605, 0)"
3072,"(118.015329, 23.581973, 0)"
3072,"(117.919903, 23.340057, 0)"
3072,"(118.130698, 23.820124, 0)"
3072,"(118.050673, 23.735627, 0)"
3072,"(117.901579, 23.900564, 0)"
3072,"(118.043614, 23.739464, 0)"
3072,"(118.106662, 23.482215, 0)"
3072,"(118.052036, 23.859115, 0)"
3072,"(117.500717, 23.13494, 0)"
3072,"(117.726311, 23.410215, 0)"
3072,"(117.991019, 23.816785, 0)"
3072,"(118.253318, 23.647136, 0)"
3072,"(118.719729, 24.352661, 0)"
3072,"(118.909466, 24.253139, 0)"
3072,"(118.101857, 23.004888, 0)"
3078,"(117.800872, 23.486981, 0)"
3078,"(117.700811, 23.384439, 0)"
3078,"(118.159978, 23.764042, 0)"
3078,"(118.015373, 23.581788, 0)"
3078,"(118.129957, 23.818347, 0)"
3078,"(118.052749, 23.73668, 0)"
3078,"(118.021118, 23.671529, 0)"
3078,"(118.108102, 23.482157, 0)"
3078,"(118.261554, 23.735314, 0)"
3078,"(118.053529, 23.860279, 0)"
3078,"(117.501944, 23.133589, 0)"
3078,"(117.728948, 23.410246, 0)"
3078,"(117.991981, 23.817228, 0)"
3078,"(118.254542, 23.647372, 0)"
3078,"(118.721015, 24.348273, 0)"
3078,"(118.908746, 24.254452, 0)"
3078,"(118.88409, 24.50425, 0)"
3084,"(117.800274, 23.486981, 0)"
3084,"(117.703751, 23.383717, 0)"
3084,"(118.161153, 23.764734, 0)"
3084,"(118.015724, 23.581584, 0)"
3084,"(117.918285, 23.338736, 0)"
3084,"(118.131461, 23.819396, 0)"
3084,"(118.053654, 23.736949, 0)"
3084,"(117.903596, 23.901765, 0)"
3084,"(118.023214, 23.672185, 0)"
3084,"(118.043995, 23.739051, 0)"
3084,"(118.111236, 23.482812, 0)"
3084,"(118.260699, 23.733307, 0)"
3084,"(118.053825, 23.860124, 0)"
3084,"(117.498397, 23.133788, 0)"
3084,"(117.723926, 23.411669, 0)"
3084,"(117.991854, 23.81693, 0)"
3084,"(118.25455, 23.646604, 0)"
3084,"(118.720958, 24.346793, 0)"
3084,"(118.90874, 24.253499, 0)"
3084,"(118.109387, 23.007779, 0)"
3084,"(118.885017, 24.50176, 0)"
3090,"(117.802173, 23.486823, 0)"
3090,"(117.701042, 23.384109, 0)"
3090,"(118.161752, 23.764796, 0)"
3090,"(118.01271, 23.580454, 0)"
3090,"(117.921409, 23.338456, 0)"
3090,"(118.131738, 23.818977, 0)"
3090,"(118.055531, 23.73777, 0)"
3090,"(117.903994, 23.902187, 0)"
3090,"(118.048565, 23.741549, 0)"
3090,"(118.110925, 23.482123, 0)"
3090,"(118.265352, 23.738305, 0)"
3090,"(118.055296, 23.861398, 0)"
3090,"(117.503888, 23.131049, 0)"
3090,"(117.730664, 23.410962, 0)"
3090,"(117.994447, 23.818207, 0)"
3090,"(118.258352, 23.649376, 0)"
3090,"(118.719396, 24.348458, 0)"
3090,"(118.906968, 24.258541, 0)"
3090,"(118.100693, 23.006541, 0)"
3090,"(118.884062, 24.502511, 0)"
3096,"(117.80141, 23.486867, 0)"
3096,"(117.705072, 23.383167, 0)"
3096,"(118.161611, 23.76405, 0)"
3096,"(118.01813, 23.581849, 0)"
3096,"(117.921749, 23.337892, 0)"
3096,"(118.133827, 23.820752, 0)"
3096,"(118.056478, 23.73812, 0)"
3096,"(117.904556, 23.902619, 0)"
3096,"(118.025271, 23.672589, 0)"
3096,"(118.047418, 23.740559, 0)"
3096,"(118.113433, 23.482628, 0)"
3096,"(118.264123, 23.735912, 0)"
3096,"(118.055474, 23.861061, 0)"
3096,"(117.496246, 23.132745, 0)"
3096,"(117.725454, 23.412457, 0)"
3096,"(117.99562, 23.818726, 0)"
3096,"(118.257177, 23.647381, 0)"
3096,"(118.716137, 24.353902, 0)"
3096,"(118.908755, 24.250649, 0)"
3096,"(118.880656, 24.507587, 0)"
3102,"(117.801193, 23.48689, 0)"
3102,"(117.705745, 23.382915, 0)"
3102,"(118.163047, 23.765002, 0)"
3102,"(118.017549, 23.581345, 0)"
3102,"(117.926962, 23.337827, 0)"
3102,"(118.133063, 23.818953, 0)"
3102,"(118.05719, 23.738289, 0)"
3102,"(117.905784, 23.903332, 0)"
3102,"(118.049172, 23.741287, 0)"
3102,"(118.112892, 23.481795, 0)"
3102,"(118.266366, 23.737898, 0)"
3102,"(118.056037, 23.861242, 0)"
3102,"(117.50632, 23.128382, 0)"
3102,"(117.72539, 23.412936, 0)"
3102,"(117.995823, 23.818713, 0)"
3102,"(118.255829, 23.645306, 0)"
3102,"(118.720917, 24.341968, 0)"
3102,"(118.906879, 24.256538, 0)"
3102,"(118.108361, 23.009382, 0)"
3102,"(118.884012, 24.500785, 0)"
3108,"(117.800531, 23.48696, 0)"
3108,"(117.701662, 23.383589, 0)"
3108,"(118.164617, 23.766059, 0)"
3108,"(118.022857, 23.582962, 0)"
3108,"(117.922443, 23.336774, 0)"
3108,"(118.135582, 23.821305, 0)"
3108,"(118.056274, 23.737367, 0)"
3108,"(118.02637, 23.672553, 0)"
3108,"(118.050243, 23.741708, 0)"
3108,"(118.111137, 23.480432, 0)"
3108,"(118.265156, 23.735376, 0)"
3108,"(118.05615, 23.860893, 0)"
3108,"(117.500546, 23.129351, 0)"
3108,"(117.996832, 23.819127, 0)"
3108,"(118.258742, 23.647298, 0)"
3108,"(118.719263, 24.34396, 0)"
3108,"(118.908376, 24.2499, 0)"
3108,"(118.104449, 23.009194, 0)"
3114,"(117.803081, 23.486729, 0)"
3114,"(117.706726, 23.382492, 0)"
3114,"(118.020115, 23.581734, 0)"
3114,"(117.922158, 23.336176, 0)"
3114,"(118.135009, 23.81984, 0)"
3114,"(118.058407, 23.738418, 0)"
3114,"(118.027448, 23.672713, 0)"
3114,"(118.116462, 23.482146, 0)"
3114,"(118.26769, 23.737681, 0)"
3114,"(118.058373, 23.863029, 0)"
3114,"(117.499242, 23.128918, 0)"
3114,"(117.72746, 23.413601, 0)"
3114,"(117.997372, 23.819203, 0)"
3114,"(118.263601, 23.651048, 0)"
3114,"(118.718515, 24.344095, 0)"
3114,"(118.908014, 24.250158, 0)"
3114,"(118.101391, 23.009189, 0)"
3114,"(118.8816, 24.503172, 0)"
3120,"(117.805908, 23.486474, 0)"
3120,"(117.709279, 23.3819, 0)"
3120,"(118.167544, 23.768036, 0)"
3120,"(118.022617, 23.582298, 0)"
3120,"(117.924342, 23.335707, 0)"
3120,"(118.135334, 23.819322, 0)"
3120,"(118.05981, 23.738985, 0)"
3120,"(117.906879, 23.90442, 0)"
3120,"(118.028472, 23.672874, 0)"
3120,"(118.050078, 23.740964, 0)"
3120,"(118.115951, 23.481301, 0)"
3120,"(118.058309, 23.862433, 0)"
3120,"(117.50124, 23.127289, 0)"
3120,"(117.728564, 23.413916, 0)"
3120,"(117.998929, 23.819916, 0)"
3120,"(118.261341, 23.648098, 0)"
3120,"(118.717956, 24.343552, 0)"
3120,"(118.907211, 24.251607, 0)"
3120,"(118.096294, 23.008693, 0)"
3120,"(118.883515, 24.498785, 0)"
3126,"(117.805861, 23.486389, 0)"
3126,"(117.706036, 23.382405, 0)"
3126,"(118.167871, 23.767871, 0)"
3126,"(117.92607, 23.335316, 0)"
3126,"(118.134855, 23.818093, 0)"
3126,"(118.060834, 23.739376, 0)"
3126,"(117.908461, 23.905286, 0)"
3126,"(118.051191, 23.741392, 0)"
3126,"(118.115268, 23.480433, 0)"
3126,"(118.268697, 23.737192, 0)"
3126,"(118.059199, 23.862994, 0)"
3126,"(117.731865, 23.413861, 0)"
3126,"(117.999817, 23.820312, 0)"
3126,"(118.260614, 23.646552, 0)"
3126,"(118.909382, 24.242259, 0)"
3126,"(118.097532, 23.009553, 0)"
3126,"(118.884326, 24.49642, 0)"
3132,"(117.804174, 23.486577, 0)"
3132,"(117.709341, 23.38168, 0)"
3132,"(118.169435, 23.768916, 0)"
3132,"(118.021681, 23.581462, 0)"
3132,"(117.909271, 23.905828, 0)"
3132,"(118.028599, 23.672481, 0)"
3132,"(118.053671, 23.742639, 0)"
3132,"(118.116074, 23.480225, 0)"
3132,"(118.269, 23.736579, 0)"
3132,"(118.061194, 23.86487, 0)"
3132,"(117.495816, 23.127296, 0)"
3132,"(117.734002, 23.414009, 0)"
3132,"(117.999711, 23.819994, 0)"
3132,"(118.263905, 23.648842, 0)"
3132,"(118.716529, 24.343382, 0)"
3132,"(118.906726, 24.251184, 0)"
3132,"(118.099197, 23.010523, 0)"
3132,"(118.88411, 24.495894, 0)"
3138,"(117.808355, 23.486192, 0)"
3138,"(117.707057, 23.38194, 0)"
3138,"(118.169266, 23.768118, 0)"
3138,"(118.024451, 23.582058, 0)"
3138,"(117.926653, 23.334231, 0)"
3138,"(118.138225, 23.820629, 0)"
3138,"(118.060371, 23.738494, 0)"
3138,"(117.909702, 23.906248, 0)"
3138,"(118.028615, 23.672179, 0)"
3138,"(118.054867, 23.743145, 0)"
3138,"(118.119608, 23.481175, 0)"
3138,"(118.268828, 23.735438, 0)"
3138,"(117.502669, 23.1241, 0)"
3138,"(117.730641, 23.415065, 0)"
3138,"(118.001474, 23.820859, 0)"
3138,"(118.262268, 23.646426, 0)"
3138,"(118.712413, 24.350536, 0)"
3138,"(118.907453, 24.247185, 0)"
3138,"(118.101133, 23.01159, 0)"
3138,"(118.882633, 24.497647, 0)"
3144,"(117.808119, 23.486226, 0)"
3144,"(117.70606, 23.382131, 0)"
3144,"(118.169781, 23.768147, 0)"
3144,"(118.021838, 23.580971, 0)"
3144,"(117.930534, 23.334039, 0)"
3144,"(118.13825, 23.819775, 0)"
3144,"(117.909552, 23.906342, 0)"
3144,"(118.029889, 23.672485, 0)"
3144,"(118.055081, 23.742933, 0)"
3144,"(118.11867, 23.480089, 0)"
3144,"(118.271667, 23.738248, 0)"
3144,"(118.061642, 23.864238, 0)"
3144,"(117.496167, 23.125376, 0)"
3144,"(117.735871, 23.414651, 0)"
3144,"(118.001608, 23.820683, 0)"
3144,"(118.26721, 23.650303, 0)"
3144,"(118.716799, 24.339559, 0)"
3144,"(118.906768, 24.248664, 0)"
3144,"(118.097213, 23.011347, 0)"
3144,"(118.878754, 24.503663, 0)"
3150,"(117.807438, 23.486302, 0)"
3150,"(118.171957, 23.769964, 0)"
3150,"(118.140718, 23.822111, 0)"
3150,"(118.065854, 23.741481, 0)"
3150,"(117.910269, 23.906854, 0)"
3150,"(118.032717, 23.673506, 0)"
3150,"(118.056571, 23.743513, 0)"
3150,"(118.119409, 23.479781, 0)"
3150,"(118.06207, 23.864327, 0)"
3150,"(117.500869, 23.12284, 0)"
3150,"(118.267065, 23.649396, 0)"
3150,"(118.715004, 24.341908, 0)"
3150,"(118.907116, 24.246, 0)"
3150,"(118.097372, 23.011991, 0)"
3150,"(118.881941, 24.496883, 0)"
3156,"(117.808405, 23.486071, 0)"
3156,"(117.706248, 23.381766, 0)"
3156,"(118.026167, 23.581853, 0)"
3156,"(117.92943, 23.332736, 0)"
3156,"(118.140033, 23.820448, 0)"
3156,"(118.063815, 23.739757, 0)"
3156,"(117.911673, 23.90765, 0)"
3156,"(118.032848, 23.673306, 0)"
3156,"(118.057768, 23.744046, 0)"
3156,"(118.122444, 23.480561, 0)"
3156,"(118.27505, 23.74081, 0)"
3156,"(118.064508, 23.866745, 0)"
3156,"(117.732984, 23.416201, 0)"
3156,"(118.00363, 23.821478, 0)"
3156,"(118.26795, 23.649408, 0)"
3156,"(118.714699, 24.340868, 0)"
3156,"(118.90542, 24.25125, 0)"
3156,"(118.098805, 23.012922, 0)"
3156,"(118.879176, 24.501034, 0)"
3162,"(117.812223, 23.485855, 0)"
3162,"(117.711148, 23.380785, 0)"
3162,"(118.171487, 23.768132, 0)"
3162,"(117.928154, 23.332009, 0)"
3162,"(118.141436, 23.821345, 0)"
3162,"(118.065452, 23.740461, 0)"
3162,"(117.912349, 23.90822, 0)"
3162,"(118.031217, 23.672248, 0)"
3162,"(118.059001, 23.744475, 0)"
3162,"(118.120414, 23.479022, 0)"
3162,"(118.274015, 23.738565, 0)"
3162,"(118.065378, 23.867235, 0)"
3162,"(117.502041, 23.120604, 0)"
3162,"(117.73408, 23.416523, 0)"
3162,"(118.004637, 23.821932, 0)"
3162,"(118.265308, 23.645959, 0)"
3162,"(118.713128, 24.342726, 0)"
3162,"(118.90594, 24.248462, 0)"
3162,"(118.092438, 23.012218, 0)"
3168,"(117.809891, 23.485965, 0)"
3168,"(117.711517, 23.380609, 0)"
3168,"(118.173818, 23.770034, 0)"
3168,"(118.029383, 23.582429, 0)"
3168,"(117.932591, 23.331842, 0)"
3168,"(118.142835, 23.822375, 0)"
3168,"(118.06622, 23.740649, 0)"
3168,"(117.912489, 23.908496, 0)"
3168,"(118.033512, 23.673061, 0)"
3168,"(118.057801, 23.743344, 0)"
3168,"(118.123644, 23.479794, 0)"
3168,"(118.274311, 23.73795, 0)"
3168,"(118.065276, 23.866511, 0)"
3168,"(117.501777, 23.119732, 0)"
3168,"(117.73894, 23.416151, 0)"
3168,"(118.005841, 23.822408, 0)"
3168,"(118.715319, 24.336206, 0)"
3168,"(118.907649, 24.240296, 0)"
3168,"(118.094698, 23.013322, 0)"
3168,"(118.880126, 24.497414, 0)"
3174,"(117.809978, 23.485941, 0)"
3174,"(117.708091, 23.381253, 0)"
3174,"(118.174865, 23.770846, 0)"
3174,"(118.026939, 23.581275, 0)"
3174,"(117.928673, 23.330852, 0)"
3174,"(118.143327, 23.822127, 0)"
3174,"(118.068214, 23.741741, 0)"
3174,"(117.913074, 23.908851, 0)"
3174,"(118.035788, 23.673827, 0)"
3174,"(118.060273, 23.744646, 0)"
3174,"(118.125088, 23.479896, 0)"
3174,"(118.277157, 23.740777, 0)"
3174,"(118.066911, 23.868021, 0)"
3174,"(117.500561, 23.119246, 0)"
3174,"(117.738557, 23.416753, 0)"
3174,"(118.007095, 23.823057, 0)"
3174,"(118.267455, 23.646244, 0)"
3174,"(118.71259, 24.340461, 0)"
3174,"(118.904939, 24.249448, 0)"
3174,"(118.092994, 23.013516, 0)"
3174,"(118.878835, 24.498804, 0)"
3180,"(117.810573, 23.485901, 0)"
3180,"(117.706492, 23.381583, 0)"
3180,"(118.176451, 23.771962, 0)"
3180,"(118.027542, 23.581251, 0)"
3180,"(118.14283, 23.820618, 0)"
3180,"(118.067754, 23.741039, 0)"
3180,"(117.9141, 23.909487, 0)"
3180,"(118.035917, 23.673576, 0)"
3180,"(118.060268, 23.744282, 0)"
3180,"(118.119213, 23.476666, 0)"
3180,"(118.277471, 23.740316, 0)"
3180,"(118.066467, 23.866923, 0)"
3180,"(117.501338, 23.118073, 0)"
3180,"(117.739699, 23.417049, 0)"
3180,"(118.007953, 23.823316, 0)"
3180,"(118.270589, 23.648534, 0)"
3180,"(118.711959, 24.340365, 0)"
3180,"(118.906733, 24.241624, 0)"
3180,"(118.096872, 23.015007, 0)"
3180,"(118.881057, 24.493878, 0)"
3186,"(117.715029, 23.380187, 0)"
3186,"(118.177138, 23.771961, 0)"
3186,"(118.029077, 23.581486, 0)"
3186,"(117.930271, 23.329809, 0)"
3186,"(118.146178, 23.824211, 0)"
3186,"(118.070372, 23.742471, 0)"
3186,"(117.914351, 23.909813, 0)"
3186,"(118.0358, 23.673235, 0)"
3186,"(118.062986, 23.745827, 0)"
3186,"(118.124205, 23.478286, 0)"
3186,"(118.278183, 23.740197, 0)"
3186,"(118.06749, 23.867613, 0)"
3186,"(117.501128, 23.117241, 0)"
3186,"(117.738943, 23.417692, 0)"
3186,"(118.008985, 23.823767, 0)"
3186,"(118.271263, 23.648305, 0)"
3186,"(118.711492, 24.33978, 0)"
3186,"(118.90549, 24.244935, 0)"
3186,"(118.088848, 23.013973, 0)"
3186,"(118.877896, 24.498578, 0)"
3192,"(117.712236, 23.380943, 0)"
3192,"(118.177738, 23.772093, 0)"
3192,"(118.032725, 23.58257, 0)"
3192,"(117.928576, 23.329056, 0)"
3192,"(118.146342, 23.823565, 0)"
3192,"(118.070681, 23.742287, 0)"
3192,"(117.914707, 23.910097, 0)"
3192,"(118.124886, 23.477989, 0)"
3192,"(118.278195, 23.739351, 0)"
3192,"(118.06853, 23.868417, 0)"
3192,"(117.496352, 23.117943, 0)"
3192,"(117.736213, 23.418617, 0)"
3192,"(118.009642, 23.823901, 0)"
3192,"(118.274448, 23.650517, 0)"
3192,"(118.71128, 24.3385, 0)"
3192,"(118.904946, 24.246009, 0)"
3192,"(118.086018, 23.01405, 0)"
3192,"(118.878915, 24.495913, 0)"
3198,"(117.813522, 23.485651, 0)"
3198,"(117.716123, 23.380615, 0)"
3198,"(118.178376, 23.772215, 0)"
3198,"(118.029657, 23.581095, 0)"
3198,"(117.925257, 23.328138, 0)"
3198,"(118.146588, 23.822964, 0)"
3198,"(118.071242, 23.742368, 0)"
3198,"(118.037745, 23.673598, 0)"
3198,"(118.062959, 23.745039, 0)"
3198,"(118.127552, 23.478603, 0)"
3198,"(118.279926, 23.740738, 0)"
3198,"(118.069465, 23.868948, 0)"
3198,"(117.499291, 23.116002, 0)"
3198,"(117.741632, 23.418203, 0)"
3198,"(118.010475, 23.824217, 0)"
3198,"(118.273968, 23.649226, 0)"
3198,"(118.713813, 24.331166, 0)"
3198,"(118.905729, 24.241792, 0)"
3198,"(118.093451, 23.016117, 0)"
3204,"(117.816888, 23.485369, 0)"
3204,"(117.715732, 23.381211, 0)"
3204,"(118.18131, 23.774915, 0)"
3204,"(118.031476, 23.581531, 0)"
3204,"(117.932978, 23.328358, 0)"
3204,"(118.147346, 23.823181, 0)"
3204,"(118.072265, 23.7428, 0)"
3204,"(117.915805, 23.910966, 0)"
3204,"(118.036722, 23.672792, 0)"
3204,"(118.127677, 23.478026, 0)"
3204,"(118.28095, 23.741112, 0)"
3204,"(118.069683, 23.868666, 0)"
3204,"(117.505761, 23.112919, 0)"
3204,"(117.744152, 23.418269, 0)"
3204,"(118.012167, 23.825185, 0)"
3204,"(118.27475, 23.649212, 0)"
3204,"(118.711016, 24.3359, 0)"
3204,"(118.905181, 24.242699, 0)"
3204,"(118.087642, 23.015587, 0)"
3204,"(118.878962, 24.493904, 0)"
3210,"(117.814006, 23.485448, 0)"
3210,"(117.712487, 23.382196, 0)"
3210,"(118.180481, 23.77338, 0)"
3210,"(118.031764, 23.581289, 0)"
3210,"(117.933874, 23.327844, 0)"
3210,"(118.148253, 23.823425, 0)"
3210,"(118.073053, 23.742987, 0)"
3210,"(117.916558, 23.911467, 0)"
3210,"(118.038377, 23.673327, 0)"
3210,"(118.066678, 23.746861, 0)"
3210,"(118.281127, 23.740355, 0)"
3210,"(118.071425, 23.87037, 0)"
3210,"(117.499281, 23.114172, 0)"
3210,"(117.743716, 23.418903, 0)"
3210,"(118.012531, 23.825097, 0)"
3210,"(118.276651, 23.650104, 0)"
3210,"(118.709302, 24.338203, 0)"
3210,"(118.905228, 24.241259, 0)"
3210,"(118.087936, 23.016256, 0)"
3210,"(118.880078, 24.491015, 0)"
3216,"(117.816637, 23.48533, 0)"
3216,"(117.714116, 23.382414, 0)"
3216,"(118.180312, 23.772369, 0)"
3216,"(118.033187, 23.581498, 0)"
3216,"(117.931726, 23.327029, 0)"
3216,"(118.148684, 23.82314, 0)"
3216,"(118.075446, 23.744206, 0)"
3216,"(117.917383, 23.912077, 0)"
3216,"(118.041245, 23.674388, 0)"
3216,"(118.066397, 23.746345, 0)"
3216,"(118.129517, 23.477627, 0)"
3216,"(118.283272, 23.742252, 0)"
3216,"(118.071966, 23.870417, 0)"
3216,"(117.501204, 23.112581, 0)"
3216,"(117.741994, 23.419659, 0)"
3216,"(118.014098, 23.825933, 0)"
3216,"(118.277407, 23.650029, 0)"
3216,"(118.708971, 24.33713, 0)"
3216,"(118.906599, 24.23444, 0)"
3216,"(118.097119, 23.018734, 0)"
3222,"(117.818, 23.485165, 0)"
